VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariation;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;FuelConsumptionAverage;RoadSurface;Traffic;DrivingStyle
4;11;-3;26;86;101;855;5,60;33;23,51;3;2;2
23;11;-1;62;94;149;2094;23,40;31;20,44;1;1;2
16;11;2;73;52;105;1127;12,34;38;32,35;1;1;1
58;11;0;23;92;126;2474;26,88;29;24,49;1;1;2
7;11;-2;36;97;103;1061;11,15;29;21,52;1;1;2
23;11;3;44;85;122;1704;17,55;38;22,67;3;2;1
18;11;3;27;95;106;1250;13,80;53;11,15;3;1;2
13;11;0;25;80;105;1751;11,91;36;22,63;1;3;2
8;11;-4;21;97;101;1141;7,00;34;18,10;1;1;2
19;11;0;30;96;111;1383;15,58;29;19,04;1;1;2
29;11;1;15;96;110;2064;14,68;37;24,40;1;1;1
59;11;4;62;97;166;2429;28,88;32;14,21;1;1;2
19;11;4;58;52;111;1350;15,43;38;32,25;1;1;1
29;11;5;22;98;115;2063;15,38;36;17,01;1;1;2
29;11;1;40;64;142;2268;26,92;39;24,09;1;1;2
60;11;1;48;98;143;1903;27,00;28;16,30;1;1;2
24;11;1;27;86;112;1748;11,42;38;23,99;3;2;2
18;11;4;37;96;109;1291;14,71;28;18,98;1;1;2
25;11;3;36;85;121;1852;15,31;39;22,73;3;2;1
9;11;2;9;97;105;1353;15,16;31;21,59;1;1;2
11;11;-4;23;96;103;874;8,79;28;19,10;1;1;2
32;11;2;30;64;128;2347;24,39;39;22,32;1;1;2
21;11;-2;32;50;101;1506;11,13;35;30,21;1;1;1
8;11;8;40;98;107;1706;17,72;39;17,95;1;1;2
7;11;-5;25;86;102;851;4,53;32;23,37;3;2;2
12;11;12;10;97;130;1274;18,02;32;17,62;1;1;1
25;11;2;55;94;184;2420;37,55;32;20,48;1;1;2
14;12;1;24;80;106;1947;14,49;36;22,73;1;3;2
13;12;-2;23;64;101;920;5,50;34;23,72;1;1;1
23;12;3;48;53;117;1592;19,29;40;32,20;1;1;1
27;12;1;28;85;116;1955;14,54;38;22,77;3;2;1
34;12;-1;77;65;113;1461;20,58;38;18,86;3;2;2
10;12;-5;24;97;101;879;5,17;35;16,33;1;1;2
14;12;2;59;96;105;1137;12,77;28;18,93;1;1;2
57;12;1;32;96;134;1839;25,60;29;22,73;1;3;2
40;12;-2;13;101;109;1625;16,93;41;17,88;1;1;2
25;12;-1;15;98;107;1742;11,73;39;19,11;1;1;2
12;12;-2;22;97;102;877;4,88;35;18,00;1;1;2
8;12;-2;40;97;104;1037;7,75;30;21,76;1;1;2
6;12;-3;25;97;100;852;5,17;34;16,33;1;1;2
28;12;2;26;85;114;2035;15,87;38;22,78;3;2;2
23;12;5;39;91;140;1887;28,20;38;23,07;1;1;2
12;12;-6;18;86;104;954;5,29;34;23,29;3;2;2
21;12;0;35;50;101;1555;11,62;35;29,89;1;1;1
18;12;2;58;91;122;1571;21,51;37;23,04;1;1;2
27;12;4;33;91;150;2065;25,52;37;23,06;1;1;2
29;12;-1;48;65;146;2472;37,27;39;24,13;1;1;2
25;12;2;41;53;122;1760;22,26;40;32,16;1;1;1
16;12;2;22;80;110;2179;16,56;37;22,96;1;3;2
18;12;6;77;97;135;1790;30,26;31;17,69;1;1;1
6;12;0;38;97;100;844;5,96;34;16,42;1;1;2
7;12;0;15;97;104;1175;13,14;29;21,87;1;1;2
31;12;6;46;94;178;2466;26,13;33;20,52;1;1;2
16;12;3;76;91;118;1257;15,16;36;23,00;1;1;2
29;12;1;23;85;113;2079;14,47;38;22,84;3;2;2
30;12;1;12;98;113;2115;18,47;36;16,99;1;1;2
17;12;1;53;78;101;1261;13,79;36;18,58;3;1;1
15;12;2;51;78;103;1135;8,18;37;18,47;3;1;1
19;12;-1;79;95;106;1245,5;14,63;52;11,20;3;1;2
14;12;0;36;78;104;1031;10,38;37;18,41;3;1;1
19;12;2;38;78;108;1446;13,52;38;18,66;3;1;1
9;12;2;24;97;107;1317;9,63;31;21,98;1;1;2
29;12;0;15;85;111;2051;20,17;37;22,98;3;2;2
34;12;2;37;64;126;2466;25,14;38;22,33;1;1;2
13;12;3;35;78;107;1555;10,31;40;18,34;3;1;1
25;12;1;21;98;107;1812;11,51;37;19,10;1;1;2
20;12;-2;65;94;107;1308;13,50;45;28,79;1;1;2
12;12;4;39;91;131;2144;23,45;38;22,97;1;1;2
22;12;0;25;50;102;1544;11,04;35;29,55;1;1;1
27;12;2;32;53;115;1908;18,67;40;31,98;1;1;1
11;12;2;24;77;103;1719;14,56;38;18,27;3;1;1
16;12;1;11;80;114;2358;18,93;38;23,12;1;3;2
21;12;3;34;78;108;1574;11,78;37;18,69;3;1;1
8;12;1;37;77;99;1317;10,70;37;18,15;3;1;1
36;12;2;78;65;121;1584,5;22,02;40;18,88;3;2;2
9;12;0;20;97;104;1381;12,50;29;22,10;1;1;2
7;12;7;34;77;100;998;6,11;36;17,81;3;1;1
33;12;4;49;65;163;2509;23,89;38;24,11;1;1;2
7;12;0;35;77;99;1087;7,31;36;18,06;3;1;1
23;12;5;60;97;175;2285;46,37;31;17,76;1;1;2
60;12;0;41;98;148;1952;30,09;28;16,25;1;1;2
23;12;1;25;78;107;1670;11,97;37;18,72;3;1;1
57;12;-1;24;92;138;2514;35,12;29;24,55;1;1;2
8;12;2;43;91;109;1717;21,61;36;22,92;1;1;2
8;12;-1;29;77;99;1009;6,49;35;18,00;3;1;1
8;12;0;27;77;99;1171;7,65;36;17,90;3;1;1
26;12;-2;9;96;109;1812;18,59;38;24,50;1;1;1
8;12;0;28;77;99;1126;6,78;37;17,85;3;1;1
7;12;1;21;77;100;1192;7,79;37;17,83;3;1;1
9;12;0;21;77;99;1239;8,38;37;17,94;3;1;1
8;12;1;24;77;100;1177;7,50;37;17,84;3;1;1
9;12;0;23;77;100;1142;6,39;36;17,96;3;1;1
21;12;2;71;95;111;1522;16,83;53;11,20;3;1;2
34;12;3;77;94;132;1673;26,13;32;20,52;1;1;2
22;12;0;33;50;101;1509;10,87;35;29,24;1;1;1
10;12;1;13;97;107;1433;13,08;31;22,22;1;1;2
16;12;-1;7;80;115;2253;16,49;38;23,25;1;3;2
19;12;-1;56;94;116;1614;15,62;45;28,79;1;1;2
24;12;1;22;78;106;1725;11,11;37;18,73;3;1;1
28;12;1;30;53;113;1980;18,78;39;31,78;1;1;1
11;12;3;23;89;108;1499;10,00;37;23,45;1;2;2
60;12;1;59;97;141;1930;32,55;30;14,17;1;1;2
26;12;0;22;98;107;1851;11,74;37;19,10;1;1;2
20;12;-2;8;95;106;1346;14,13;38;15,41;1;1;1
24;12;0;23;78;104;1738;10,82;37;18,74;3;1;1
7;12;-4;45;91;102;1058;11,73;33;22,80;1;1;2
9;12;-1;28;97;105;1309;9,56;30;22,29;1;1;2
21;13;0;34;52;101;1558;12,12;35;29,00;1;1;1
15;13;-1;14;80;108;1943;13,72;37;23,31;1;3;2
25;13;-1;12;96;106;1812;12,75;36;24,53;1;1;1
38;13;5;62;65;122;1665;22,70;38;24,08;1;1;2
25;13;1;24;78;103;1749;11,18;37;18,80;3;1;1
17;13;-2;39;88;103;1245;13,11;34;24,06;3;2;1
7;13;7;38;89;109;1628;13,66;38;23,33;3;2;2
30;13;7;54;96;174;2682;33,11;33;17,82;1;1;2
36;13;0;80;92;123;1574;21,08;35;23,18;1;1;2
41;13;5;78;65;124;1738,5;23,61;42;18,85;3;2;2
35;13;1;87;95;162;1861;26,04;30;20,49;1;1;2
18;13;3;62;62;110;1424;16,04;39;23,95;1;1;1
25;13;5;67;95;111;1571,5;16,72;53;11,20;3;1;2
10;13;-4;45;91;105;979;5,69;35;22,74;1;1;2
29;13;1;25;53;111;2039;16,74;39;31,50;1;1;1
18;13;1;58;88;109;1435;16,33;36;24,06;3;2;1
18;13;-2;20;95;105;1331;10,53;38;15,43;1;1;1
13;13;-2;14;80;106;1742;11,27;35;23,31;1;3;2
25;13;0;23;78;104;1777;11,81;37;18,84;3;1;1
22;13;0;36;52;102;1594;12,89;35;28,80;1;1;1
26;13;0;16;98;106;1866;11,83;37;19,09;1;1;2
22;13;4;53;88;120;1676;17,27;37;24,03;3;2;1
2;13;-3;25;98;100;796;4,37;37;17,73;1;1;2
25;13;0;26;96;107;1799;12,17;35;24,57;1;1;1
21;13;-2;18;77;103;1499;10,12;36;17,84;3;1;2
62;13;2;43;98;152;2006;31,08;28;16,20;1;1;2
15;13;0;48;62;108;1204;13,81;38;23,93;1;1;1
11;13;-2;24;80;103;1665;10,50;35;23,27;1;3;2
17;13;0;27;82;118;2579;22,56;37;23,59;3;2;1
25;13;0;22;79;104;1788;11,86;37;18,81;3;1;1
17;13;1;21;82;112;2364;18,50;37;23,50;3;2;1
2;13;-2;25;77;99;813;5,12;34;17,77;3;1;1
41;13;3;77;65;140;1798;28,67;36;24,07;1;1;2
23;13;1;38;52;104;1671;13,86;35;28,62;1;1;1
12;13;1;23;80;103;1786;10,96;35;23,22;1;3;2
26;13;4;43;88;125;1884;17,41;38;23,95;3;2;1
18;13;0;20;95;101;1409;8,59;36;15,43;1;1;1
16;13;-1;15;82;111;2301;17,29;37;23,45;3;2;1
24;13;1;29;52;106;1762;15,23;37;28,46;1;1;1
39;13;5;80;95;192;2065;35,62;30;20,48;1;1;2
20;13;2;62;82;112;1476;17,39;35;23,68;3;2;1
14;13;2;22;82;104;1969;14,24;35;23,22;1;3;2
29;13;0;25;53;110;2080;17,68;38;31,26;1;1;1
29;13;2;38;54;123;2181;22,73;39;26,33;1;1;2
25;13;1;24;52;109;1818;14,25;37;28,25;1;1;1
17;13;2;18;82;111;2324;18,08;37;23,39;3;2;1
14;13;-2;19;82;110;2239;16,86;37;23,32;3;2;1
15;13;2;19;82;111;2296;17,27;37;23,37;3;2;1
28;13;2;29;88;121;2035;16,10;38;23,84;3;2;1
14;13;0;18;82;108;2114;16,30;37;23,24;1;3;2
15;13;1;19;82;109;2185;16,25;37;23,27;3;2;2
38;13;2;76;92;144;1733;28,72;35;23,27;1;1;2
5;13;-4;27;77;99;848;5,28;33;17,77;3;1;1
28;13;3;18;95;106;784,5;9,74;53;11,17;3;1;2
58;13;1;27;92;138;2514;31,10;29;24,58;1;1;1
26;13;1;29;52;106;1844;14,56;36;28,05;1;1;1
27;13;3;22;98;114;2051;14,42;41;17,70;1;1;2
36;13;1;71;65;112;1509;18,69;37;22,28;1;1;2
26;13;0;31;79;105;1809;12,15;37;18,84;3;1;1
25;13;0;27;96;107;1841;13,14;35;24,58;1;1;1
29;13;0;6;97;109;2052;16,30;40;17,72;1;1;2
15;13;5;35;62;124;2147;21,64;40;23,91;1;1;1
36;13;6;31;96;131;1709;26,32;33;17,88;1;1;2
9;13;-6;26;77;100;860;4,82;32;17,74;3;1;1
30;13;2;26;88;117;2121;16,95;36;23,79;1;1;1
26;13;0;12;52;107;1890;14,75;36;27,85;1;1;1
26;13;0;15;98;106;1879;12,70;37;19,09;1;1;2
30;13;1;42;54;125;2209;21,97;39;26,29;1;1;2
20;13;1;29;82;113;1596;11,25;35;23,66;3;2;1
15;13;-3;20;77;101;924;5,02;36;17,75;3;1;1
44;13;3;75;65;131;1829;25,41;45;18,81;3;2;2
29;13;-1;99;38;102;1062;13,58;32;21,33;3;3;2
18;13;0;18;95;100;1344;7,85;35;15,42;1;1;1
25;13;3;44;48;120;1875;24,47;40;27,90;1;1;1
43;13;3;70;66;160;1962;33,06;37;24,07;1;1;2
26;13;0;32;79;107;1892;15,93;38;18,85;3;1;1
63;13;2;16;97;161;1991;28,91;29;14,12;1;1;2
30;13;0;27;88;118;2188;17,61;36;23,74;1;1;1
30;13;0;14;97;112;2124;14,68;40;17,66;1;1;2
5;13;-3;24;98;100;832;4,42;38;17,73;1;1;2
41;13;1;67;95;198;2231;43,43;31;20,46;1;1;2
30;14;0;22;54;110;2095;17,38;38;31,00;1;1;1
32;14;1;43;54;127;2326;25,98;39;26,29;1;1;2
30;14;-1;11;38;104;777;6,27;33;21,37;3;3;2
23;14;2;26;83;106;1634;10,91;34;23,61;3;2;1
10;14;3;45;62;109;1846;23,66;40;23,84;1;1;1
27;14;3;22;96;110;1923;14,51;35;24,62;1;1;1
29;14;1;22;97;115;2129;15,52;40;17,65;1;1;2
27;14;2;38;48;123;2007;20,87;39;27,84;1;1;1
18;14;-3;20;53;100;1111;9,39;34;27,34;1;1;1
32;14;2;27;88;119;2256;18,09;37;23,69;1;1;1
29;14;1;95;95;108;1218,5;15,63;53;11,16;3;1;2
36;14;2;57;97;141;1773;23,09;35;12,87;1;1;2
34;14;3;73;97;131;1622;18,47;35;12,84;1;1;2
28;14;2;25;79;112;1980;16,59;38;18,82;3;1;1
65;14;3;45;98;152;2061;32,51;28;16,15;1;1;2
26;14;0;15;98;107;1868;12,68;38;19,11;1;1;2
15;14;-4;66;53;100;1003;10,57;33;27,31;1;1;1
33;14;2;42;55;134;2441;26,71;38;26,28;1;1;2
30;14;4;6;97;121;1482;27,36;37;12,81;1;1;2
41;14;3;69;92;169;1888;33,71;35;23,42;1;1;2
40;14;4;56;97;151;1907;26,51;35;12,94;1;1;2
23;14;1;25;83;105;1686;10,98;35;23,55;3;2;1
38;14;2;69;65;123;1666;23,25;37;22,26;1;1;2
46;14;2;60;66;168;2084;33,06;37;24,07;1;1;2
15;14;0;65;53;103;1110;11,52;33;27,29;1;1;1
32;14;0;31;88;121;2318;21,11;37;23,64;1;1;1
29;14;0;22;54;109;2106;17,26;38;30,74;1;1;1
29;14;2;33;48;117;2118;20,24;38;27,72;1;1;1
39;14;3;84;96;164;1915;34,88;31;17,95;1;1;2
22;14;1;19;98;103;1610;10,05;38;17,67;1;1;1
21;14;1;19;98;104;1553;10,16;38;17,61;1;1;1
29;14;1;26;79;113;2053;15,93;38;18,77;3;1;1
7;14;7;55;62;101;1231;14,13;38;23,74;1;1;1
17;14;-1;7;95;102;1133;9,39;37;15,50;1;1;1
22;14;0;9;97;102;1561;9,99;38;17,71;1;1;1
33;14;1;29;95;137;1639;19,73;30;18,92;1;1;2
20;14;-1;29;98;104;1449;9,65;38;17,54;1;1;1
44;14;1;76;65;134;1948;27,08;47;18,78;3;2;2
16;14;2;49;53;105;1265;14,03;35;27,29;1;1;1
27;14;5;45;97;167;2362;32,79;37;12,76;1;1;2
22;14;0;9;97;103;1515;9,92;39;17,78;1;1;1
20;14;-1;23;97;103;1492;9,56;38;17,85;1;1;1
21;14;-1;27;98;104;1418;11,22;39;17,48;1;1;1
43;14;4;37;97;154;2000;29,39;35;13,00;1;1;2
32;14;3;47;97;157;2491;27,10;43;19,98;1;1;2
31;14;2;29;95;136;1619;24,66;30;18,93;1;1;2
29;14;4;44;97;161;2275;31,80;43;20,03;1;1;2
16;14;3;72;97;110;1320;15,53;30;25,03;1;1;2
20;14;4;44;97;117;1548;16,76;32;25,08;1;1;2
21;14;0;29;97;103;1570;10,23;38;17,92;1;1;1
28;14;0;9;96;111;1997;14,20;36;24,64;1;1;1
7;14;0;20;98;101;851;8,19;38;17,66;1;1;2
24;14;0;26;83;105;1734;11,32;35;23,49;3;2;1
32;14;0;47;89;144;2494;29,39;38;23,62;1;1;1
22;14;1;27;97;104;1653;11,68;39;18,01;1;1;1
59;14;1;40;92;154;2541;34,44;29;24,64;1;1;1
30;14;2;27;49;113;2149;18,74;38;27,56;1;1;1
35;14;0;73;55;115;1534;17,32;36;26,06;1;1;2
29;14;1;25;79;113;2081;16,42;38;18,70;3;1;1
22;14;0;9;98;102;1553;10,62;38;17,39;1;1;1
13;14;4;72;97;109;1039;10,21;30;24,97;1;1;2
15;14;-2;38;95;102;989;9,15;36;15,57;1;1;1
25;14;4;49;97;149;2065;31,80;43;20,03;1;1;2
22;14;-1;9;98;103;1632;10,11;38;17,34;1;1;1
30;14;-1;78;96;121;1445;19,20;30;18,92;1;1;2
24;14;1;17;97;103;1615;10,16;38;17,33;1;1;1
23;14;1;22;97;107;1729;11,88;39;18,03;1;1;1
30;14;0;24;54;109;2103;17,38;38;30,51;1;1;1
48;14;2;48;66;157;2187;35,93;37;24,07;1;1;2
23;14;3;12;97;105;1635;10,75;38;17,26;1;1;1
36;14;2;66;98;124;1643;17,26;42;19,91;1;1;2
20;14;1;28;97;108;1694;11,86;38;17,21;1;1;1
35;14;0;75;55;117;1561;19,61;37;25,92;1;1;2
6;14;6;35;80;100;1077;10,07;34;18,97;3;1;2
5;14;0;36;80;100;847;4,66;33;18,86;3;1;2
9;14;1;7;97;113;1733;15,82;33;24,91;1;1;2
66;14;1;46;98;155;2101;34,24;28;16,09;1;1;2
63;14;1;43;98;132;1994;24,83;29;14,06;1;1;2
19;14;0;40;97;105;1571;13,09;38;17,17;1;1;1
5;14;-1;27;80;99;854;6,06;33;18,74;3;1;2
30;14;1;25;79;113;2126;15,99;38;18,63;3;1;1
24;14;1;19;97;107;1801;11,83;39;18,05;1;1;1
30;14;0;29;49;111;2162;18,57;38;27,37;1;1;1
20;14;3;58;98;131;1772;18,83;43;20,05;1;1;2
39;14;5;77;96;140;1752;27,99;36;10,55;1;1;2
24;14;0;25;83;105;1757;11,39;35;23,42;3;2;1
9;14;2;36;80;101;1376;10,79;36;18,94;3;1;2
38;14;2;60;56;126;1654;22,72;37;25,82;1;1;2
46;14;3;19;97;127;2009;22,55;35;13,07;1;1;2
19;14;1;40;97;102;1417;8,95;36;17,08;1;1;1
38;14;2;57;98;133;1760;21,63;41;19,87;1;1;2
41;14;3;65;65;148;1785;26,95;38;22,25;1;1;2
45;15;4;65;92;185;2032;38,57;36;23,62;1;1;2
28;15;2;39;96;124;2193;26,23;31;18,88;1;1;2
27;15;-1;9;97;108;1944;13,30;35;24,63;1;1;1
6;15;-4;29;80;100;856;5,00;32;18,65;3;1;1
8;15;-2;33;97;113;1299;15,16;31;24,80;1;1;2
30;15;0;24;79;113;2181;16,81;38;18,57;3;1;1
25;15;1;14;97;107;1834;11,95;39;18,08;1;1;1
18;15;-2;22;97;105;1414;8,37;37;17,03;1;1;2
15;15;1;56;97;114;1462;17,96;41;16,48;1;1;1
11;15;-6;24;97;101;868;6,03;30;22,28;1;1;2
40;15;2;47;56;131;1744;23,45;38;25,72;1;1;2
30;15;0;20;54;110;2093;17,67;38;30,29;1;1;1
26;15;3;36;100;121;1999;15,93;42;17,94;1;1;1
20;15;5;38;97;128;1775;23,86;43;16,52;1;1;1
11;15;2;19;80;104;1771;16,28;38;18,93;3;1;2
15;15;1;11;95;101;1019;5,50;35;15,64;1;1;1
23;15;4;33;100;116;1827;14,20;43;17,99;1;1;1
27;15;1;31;100;124;2098;17,85;43;17,90;1;1;1
14;15;3;75;97;109;1097;12,07;42;16,44;1;1;1
46;15;8;63;96;180;2098;36,37;30;18,02;1;1;2
45;15;5;38;97;170;1968;35,31;36;10,58;1;1;2
49;15;4;77;65;141;2050;29,99;49;18,75;3;2;2
26;15;0;26;96;114;2129;18,37;30;18,84;1;1;2
8;15;2;16;98;101;1046;7,82;38;17,60;1;1;2
50;15;2;28;66;126;2191;29,51;37;24,03;1;1;2
31;15;1;15;79;114;2206;16,44;38;18,54;3;1;1
38;15;2;72;89;126;1621;23,09;36;23,56;1;1;1
10;15;-5;27;80;101;919;5,09;33;18,58;3;1;1
9;15;-2;24;97;100;868;6,44;31;22,38;1;1;2
24;15;0;17;83;105;1766;15,33;35;23,46;3;2;1
20;15;-4;13;97;107;1421;12,05;39;16,99;1;1;2
19;15;2;49;100;123;1695;16,73;42;18,04;1;1;1
25;15;5;26;97;137;1990;24,44;42;16,61;1;1;1
29;15;2;33;100;126;2221;19,17;43;17,87;1;1;1
2;15;-6;26;97;100;852;5,14;31;22,38;1;1;2
10;15;2;28;97;114;1990;18,47;42;16,42;1;1;1
1;15;-1;27;97;100;815;5,48;31;22,38;1;1;2
41;15;1;41;56;128;1780;19,41;37;25,54;1;1;2
18;15;3;69;98;120;1474;21,27;44;20,04;1;1;2
41;15;2;35;98;133;1807;23,81;42;19,83;1;1;2
13;15;4;41;84;111;1950;17,80;39;22,91;3;2;1
16;15;2;84;84;110;1274;14,82;36;22,94;3;2;1
9;15;9;34;84;103;1431;13,19;36;22,87;3;2;1
31;15;0;13;79;110;2121;14,83;37;18,49;3;1;1
9;15;1;25;97;105;1337;11,81;30;24,66;1;1;2
14;15;3;17;80;109;2021;14,68;39;18,91;3;1;2
27;15;-3;11;96;114;2086;17,73;30;18,82;1;1;2
28;15;3;19;97;131;2099;18,38;42;16,69;1;1;2
14;15;-1;25;95;101;944;5,16;36;15,65;1;1;1
32;15;0;21;48;108;2249;19,71;34;23,60;1;1;1
16;15;-4;20;80;103;958;6,93;35;18,53;3;1;1
21;15;5;58;84;116;1519;17,72;38;22,97;3;2;1
30;15;-1;16;80;108;2090;14,76;37;18,44;3;1;1
16;15;1;54;101;110;1432;13,16;40;18,03;1;1;1
22;15;-5;8;97;114;2138;15,46;40;16,80;1;1;2
2;15;-2;25;84;101;791;4,90;32;22,42;3;2;1
31;15;1;27;49;111;2209;18,72;38;27,21;1;1;1
8;15;2;40;97;109;1661;14,65;42;16,36;1;1;1
29;15;-1;23;80;107;2039;14,49;37;18,38;3;1;1
27;15;-1;15;97;120;2144;16,13;41;16,74;1;1;2
42;15;1;35;56;119;1798;15,24;36;25,22;1;1;2
30;15;2;27;100;125;1901;19,80;43;17,82;1;1;1
47;15;1;13;98;113;1973;14,36;34;13,10;1;1;2
22;15;0;14;84;112;1549;12,24;38;23,01;3;2;1
30;15;0;15;54;109;2106;17,34;38;30,06;1;1;2
30;15;3;12;96;115;2080;17,29;30;18,81;1;1;2
29;15;0;23;80;108;2056;15,14;37;18,32;3;1;1
48;15;4;24;97;162;2090;28,93;35;10,61;1;1;2
5;15;-6;27;84;101;858;5,17;33;22,42;3;2;1
11;15;-3;25;95;100;869;5,00;35;15,66;1;1;1
15;15;-4;63;101;103;1221;8,26;38;17,96;1;1;1
27;15;0;24;96;125;2108;17,22;31;18,82;1;1;2
9;15;2;11;97;108;1397;10,74;31;24,54;1;1;2
21;15;0;10;84;105;1414;10,87;35;23,04;3;2;1
15;15;1;25;80;109;2083;16,59;38;18,93;3;1;2
41;15;3;76;89;147;1750;27,43;37;23,58;1;1;1
7;15;0;24;96;101;1167;12,24;40;16,32;1;1;1
24;15;-4;28;101;102;1044;9,66;40;17,89;1;1;1
34;15;0;66;96;121;1529;20,64;34;16,72;1;1;2
11;15;-6;21;84;101;884;4,73;36;22,37;3;2;1
62;15;3;13;92;125;2600;31,06;29;24,56;1;1;1
18;15;-3;7;84;102;1322;8,71;35;22,97;3;2;1
64;15;1;75;98;140;2036;32,79;29;14,02;1;1;2
43;15;3;49;65;154;1904;30,43;38;22,25;1;1;2
51;15;0;35;67;119;2215;21,25;36;23,93;1;1;2
15;15;2;33;98;128;2296;21,16;43;20,03;1;1;2
21;15;-3;20;101;101;918;5,21;37;17,81;1;1;1
20;15;-2;16;83;105;1453;9,97;36;23,45;3;2;1
19;15;-2;17;101;100;1075;8,26;37;17,96;1;1;1
10;15;-1;25;95;100;871;4,95;35;15,67;1;1;1
18;15;-1;16;84;101;1260;7,39;35;22,83;3;2;1
32;15;1;64;100;115;1378;15,91;42;17,75;1;1;1
18;15;0;42;84;101;1284;10,31;34;22,73;3;2;1
7;15;7;24;96;102;1169;9,97;40;16,28;1;1;1
18;15;0;10;84;101;1212;6,93;34;22,53;3;2;1
18;15;1;25;84;102;1304;8,31;33;22,64;3;2;1
48;15;3;65;94;193;2171;39,88;37;23,76;1;1;2
6;15;-2;42;98;100;1147;7,82;36;17,60;1;1;2
6;15;2;32;97;106;1049;11,78;30;23,33;1;1;2
7;15;1;20;97;104;1242;14,30;30;24,44;1;1;2
36;15;2;76;96;137;1669;20,64;34;16,75;1;1;2
8;15;-2;37;95;100;829;5,36;35;15,72;1;1;1
32;15;0;19;48;108;2222;19,85;34;23,53;1;1;1
31;15;0;22;49;111;2206;19,22;37;27,06;1;1;2
5;15;-3;32;95;100;860;6,15;36;15,78;1;1;1
52;15;3;78;65;144;2176,5;30,99;51;18,76;3;2;2
50;15;1;9;97;134;2134;19,22;35;10,63;1;1;2
20;15;0;25;83;103;1479;9,85;34;23,33;3;2;1
8;15;-4;38;41;102;798,5;6,22;32;20,39;3;2;2
1;15;-3;29;86;100;798;5,02;31;21,24;3;2;2
49;15;3;28;97;154;2179;24,53;30;18,06;1;1;2
9;16;3;34;97;106;1415;15,84;31;23,47;1;1;2
13;16;0;9;94;105;1874;11,91;35;14,82;1;2;2
6;16;0;29;96;100;927;5,33;36;15,82;1;1;1
40;16;3;65;72;134;1757;24,30;36;21,30;1;1;1
42;16;2;46;72;133;1831;20,65;36;21,24;1;1;1
5;16;-3;39;41;102;796,5;6,11;32;20,54;3;2;2
2;16;-1;25;84;101;826;4,99;33;22,89;3;2;2
6;16;-4;34;97;104;993;9,75;29;24,31;1;1;2
3;16;-3;40;41;102;797,5;5,97;32;20,71;3;2;2
37;16;0;64;72;116;1644;22,19;36;21,36;1;1;1
16;16;1;73;80;110;1111;13,02;37;18,94;3;1;2
37;16;1;62;96;150;1807;24,82;35;16,75;1;1;2
44;16;2;50;72;133;1913;21,90;36;21,19;1;1;1
18;16;-4;18;100;105;966;5,38;39;17,62;1;1;2
6;16;0;31;96;100;858;5,19;36;15,87;1;1;1
31;16;0;75;100;128;1492;16,56;41;17,69;1;1;1
44;16;3;67;89;165;1907;32,44;37;23,62;1;1;1
16;16;-3;29;97;104;1031;9,44;38;18,44;1;1;1
52;16;2;40;67;124;2255;21,81;36;23,83;1;1;2
18;16;4;42;85;125;1587;20,70;30;18,35;1;1;1
13;16;4;17;98;113;2156;15,35;43;20,01;1;1;2
12;16;3;18;97;116;1883;15,45;33;23,58;1;1;2
14;16;3;58;85;118;1269;15,89;28;18,25;1;1;1
22;16;1;34;83;104;1577;11,59;35;23,22;3;2;1
5;16;-1;25;96;100;843;4,92;36;15,99;1;1;1
4;16;-4;28;86;100;842;4,63;32;21,24;3;2;2
2;16;-5;25;84;101;840;5,60;31;22,89;3;2;2
13;16;-3;29;97;104;985;6,11;37;18,44;1;1;1
24;16;6;38;85;132;1783;24,77;31;18,45;1;1;1
5;16;0;29;96;100;925;5,31;36;16,12;1;1;1
45;16;1;31;72;124;1952;14,34;36;21,10;1;1;1
11;16;0;89;85;109;1094;12,43;29;18,14;1;1;1
14;16;2;13;97;113;2119;16,01;32;23,67;1;1;2
9;16;-2;10;97;105;1156;9,80;30;24,18;1;1;2
10;16;-3;27;97;100;1012;5,79;36;18,43;1;1;1
50;16;0;7;97;116;2131;22,27;34;10,67;1;1;2
14;16;-3;21;100;102;882;4,56;38;17,65;1;1;2
17;16;1;52;80;109;1396;16,47;37;18,93;3;1;2
30;16;-2;15;48;104;2111;22,05;34;23,54;1;1;1
31;16;0;23;50;110;2187;18,30;37;26,90;1;1;2
15;16;1;13;97;112;2142;15,43;32;23,74;1;1;2
8;16;-2;21;98;100;888;5,31;36;17,47;1;1;2
46;16;2;31;66;138;1999;29,03;37;22,24;1;1;2
37;16;1;26;71;121;2659;23,28;36;21,55;1;1;2
11;16;4;14;85;109;1624;19,61;31;18,07;1;1;1
7;16;-7;21;84;102;890;4,51;32;22,88;3;2;2
15;16;0;11;97;112;2119;15,31;32;23,79;1;1;2
11;16;-1;50;98;101;972;6,61;36;19,58;1;1;2
14;16;4;18;97;100;1011;5,84;36;18,45;1;1;1
7;16;-7;22;100;100;847;5,17;35;17,65;1;1;2
25;16;1;34;85;130;2055;24,63;31;18,54;1;1;1
13;16;-1;9;97;109;1814;12,50;31;23,96;1;1;2
14;16;0;9;97;111;2045;13,78;32;23,88;1;1;2
13;16;-2;97;95;104;990;12,30;42;12,16;2;1;2
